0	 1	 3360	 583	 0	 0	1	1	1	0
0	 2	 3360	 583	 0	 0	1	1	1	0
0	 3	 3360	 583	 0	 0	1	1	1	0
0	 4	 3360	 583	 0	 0	1	1	1	0
0	 5	 3360	 583	 0	 0	1	1	1	0
0	 6	 3360	 583	 0	 0	1	1	1	0
0	 7	 480	 583	 0	 0	1	1	1	0
0	 8	 480	 583	 0	 0	1	1	1	0
0	 9	 480	 583	 0	 0	1	1	1	0
0	 10	 480	 583	 0	 0	1	1	1	0
0	 11	 1440	 583	 0	 0	1	1	1	0
0	 12	 1440	 583	 0	 0	1	1	1	0
0	 13	 1440	 583	 0	 0	1	1	1	0
0	 14	 2400	 583	 0	 0	1	1	1	0
1	 1	 3587	 945	 45	 140	1	1	1	0
1	 2	 36	 949	 8	 24	1	1	1	0
1	 3	 62	 950	 9	 23	1	1	1	0
1	 4	 468	 949	 10	 47	1	1	1	0
1	 5	 48	 951	 7	 24	1	1	1	0
1	 6	 28	 951	 8	 22	1	1	1	0
1	 7	 740	 958	 25	 89	1	1	1	0
1	 8	 909	 953	 30	 148	1	1	1	0
1	 9	 1257	 951	 15	 45	1	1	1	0
1	 10	 1121	 960	 11	 40	1	1	1	0
1	 11	 1498	 955	 31	 94	1	1	1	0
1	 12	 1764	 956	 28	 49	1	1	1	0
1	 13	 1936	 951	 22	 54	1	1	1	0
1	 14	 2583	 947	 27	 72	1	1	1	0
2	 1	 3587	 945	 45	 140	1	1	1	0
2	 2	 34	 945	 8	 24	1	1	1	0
2	 3	 58	 939	 9	 24	1	1	1	0
2	 4	 468	 949	 10	 47	1	1	1	0
2	 5	 46	 951	 7	 24	1	1	1	0
2	 6	 28	 951	 8	 22	1	1	1	0
2	 7	 740	 958	 25	 89	1	1	1	0
2	 8	 909	 953	 30	 148	1	1	1	0
2	 9	 1257	 951	 15	 45	1	1	1	0
2	 10	 1119	 958	 11	 40	1	1	1	0
2	 11	 1498	 955	 31	 94	1	1	1	0
2	 12	 1766	 956	 28	 49	1	1	1	0
2	 13	 1936	 951	 22	 54	1	1	1	0
2	 14	 2583	 947	 27	 72	1	1	1	0
3	 1	 3586	 947	 45	 139	1	1	1	0
3	 2	 36	 945	 8	 24	1	1	1	0
3	 3	 58	 939	 9	 24	1	1	1	0
3	 4	 468	 949	 10	 47	1	1	1	0
3	 5	 48	 949	 7	 24	1	1	1	0
3	 6	 28	 951	 8	 22	1	1	1	0
3	 7	 740	 958	 25	 89	1	1	1	0
3	 8	 909	 953	 30	 148	1	1	1	0
3	 9	 1257	 951	 15	 45	1	1	1	0
3	 10	 1121	 960	 11	 40	1	1	1	0
3	 11	 1498	 955	 31	 94	1	1	1	0
3	 12	 1764	 956	 28	 49	1	1	1	0
3	 13	 1936	 951	 22	 54	1	1	1	0
3	 14	 2583	 947	 27	 72	1	1	1	0
4	 1	 3586	 947	 45	 139	1	1	1	0
4	 2	 36	 947	 8	 24	1	1	1	0
4	 3	 58	 939	 9	 24	1	1	1	0
4	 4	 468	 949	 10	 47	1	1	1	0
4	 5	 48	 945	 7	 24	1	1	1	0
4	 6	 28	 949	 8	 22	1	1	1	0
4	 7	 742	 958	 25	 89	1	1	1	0
4	 8	 909	 953	 30	 148	1	1	1	0
4	 9	 1257	 951	 15	 45	1	1	1	0
4	 10	 1121	 960	 11	 40	1	1	1	0
4	 11	 1498	 955	 31	 94	1	1	1	0
4	 12	 1764	 956	 28	 49	1	1	1	0
4	 13	 1936	 953	 22	 54	1	1	1	0
4	 14	 2583	 947	 27	 72	1	1	1	0
5	 1	 3584	 947	 45	 139	1	1	1	0
5	 2	 36	 947	 8	 24	1	1	1	0
5	 3	 54	 929	 9	 24	1	1	1	0
5	 4	 467	 949	 10	 47	1	1	1	0
5	 5	 48	 945	 7	 24	1	1	1	0
5	 6	 30	 949	 8	 22	1	1	1	0
5	 7	 742	 958	 25	 89	1	1	1	0
5	 8	 909	 953	 30	 148	1	1	1	0
5	 9	 1257	 951	 15	 45	1	1	1	0
5	 10	 1121	 960	 11	 40	1	1	1	0
5	 11	 1498	 955	 31	 94	1	1	1	0
5	 12	 1764	 956	 28	 49	1	1	1	0
5	 13	 1936	 953	 22	 54	1	1	1	0
5	 14	 2583	 947	 27	 72	1	1	1	0
6	 1	 3584	 947	 45	 139	1	1	1	0
6	 2	 36	 947	 8	 24	1	1	1	0
6	 3	 56	 929	 9	 24	1	1	1	0
6	 4	 467	 949	 10	 47	1	1	1	0
6	 5	 50	 953	 7	 24	1	1	1	0
6	 6	 32	 949	 8	 22	1	1	1	0
6	 7	 742	 958	 25	 89	1	1	1	0
6	 8	 909	 953	 30	 148	1	1	1	0
6	 9	 1257	 951	 15	 45	1	1	1	0
6	 10	 1121	 960	 11	 40	1	1	1	0
6	 11	 1498	 955	 31	 94	1	1	1	0
6	 12	 1764	 956	 28	 49	1	1	1	0
6	 13	 1936	 953	 22	 54	1	1	1	0
6	 14	 2583	 947	 27	 72	1	1	1	0
7	 1	 3582	 947	 44	 139	1	1	1	0
7	 2	 36	 947	 8	 24	1	1	1	0
7	 3	 56	 933	 9	 24	1	1	1	0
7	 4	 467	 949	 10	 47	1	1	1	0
7	 5	 48	 949	 7	 24	1	1	1	0
7	 6	 28	 949	 8	 22	1	1	1	0
7	 7	 742	 958	 25	 89	1	1	1	0
7	 8	 909	 953	 30	 148	1	1	1	0
7	 9	 1257	 951	 15	 45	1	1	1	0
7	 10	 1121	 960	 11	 40	1	1	1	0
7	 11	 1498	 955	 31	 94	1	1	1	0
7	 12	 1764	 956	 28	 49	1	1	1	0
7	 13	 1936	 953	 22	 54	1	1	1	0
7	 14	 2583	 947	 27	 72	1	1	1	0
8	 1	 3581	 947	 44	 139	1	1	1	0
8	 2	 38	 947	 8	 24	1	1	1	0
8	 3	 56	 929	 9	 24	1	1	1	0
8	 4	 467	 949	 10	 47	1	1	1	0
8	 5	 50	 951	 7	 24	1	1	1	0
8	 6	 30	 949	 8	 22	1	1	1	0
