0	 1	 480	 583	 0	 0	1	1	1	0
0	 2	 1440	 583	 0	 0	1	1	1	0
0	 3	 1440	 583	 0	 0	1	1	1	0
0	 4	 1440	 583	 0	 0	1	1	1	0
0	 5	 2400	 583	 0	 0	1	1	1	0
0	 6	 2400	 583	 0	 0	1	1	1	0
0	 7	 2400	 583	 0	 0	1	1	1	0
0	 8	 2400	 583	 0	 0	1	1	1	0
0	 9	 2400	 583	 0	 0	1	1	1	0
1	 1	 844	 967	 25	 67	1	1	1	0
1	 2	 2283	 963	 18	 53	1	1	1	0
1	 3	 2337	 963	 14	 45	1	1	1	0
1	 4	 2123	 967	 12	 39	1	1	1	0
1	 5	 2441	 958	 21	 68	1	1	1	0
1	 6	 2718	 958	 20	 58	1	1	1	0
1	 7	 2513	 964	 22	 59	1	1	1	0
1	 8	 2495	 961	 17	 43	1	1	1	0
1	 9	 2880	 949	 22	 54	1	1	1	0
2	 1	 844	 967	 25	 67	1	1	1	0
2	 2	 2283	 963	 18	 53	1	1	1	0
2	 3	 2337	 963	 14	 45	1	1	1	0
2	 4	 2123	 967	 12	 39	1	1	1	0
2	 5	 2441	 958	 21	 68	1	1	1	0
2	 6	 2718	 958	 20	 58	1	1	1	0
2	 7	 2513	 964	 22	 59	1	1	1	0
2	 8	 2495	 961	 17	 43	1	1	1	0
2	 9	 2880	 949	 22	 54	1	1	1	0
3	 1	 844	 967	 25	 67	1	1	1	0
3	 2	 2283	 963	 18	 53	1	1	1	0
3	 3	 2337	 963	 14	 45	1	1	1	0
3	 4	 2123	 967	 12	 39	1	1	1	0
3	 5	 2440	 958	 21	 68	1	1	1	0
3	 6	 2718	 958	 20	 58	1	1	1	0
3	 7	 2511	 964	 22	 59	1	1	1	0
3	 8	 2495	 961	 17	 43	1	1	1	0
3	 9	 2880	 949	 22	 54	1	1	1	0
4	 1	 846	 967	 25	 67	1	1	1	0
4	 2	 2283	 963	 18	 53	1	1	1	0
4	 3	 2337	 963	 14	 45	1	1	1	0
4	 4	 2123	 967	 12	 39	1	1	1	0
4	 5	 2440	 958	 21	 68	1	1	1	0
4	 6	 2718	 958	 20	 58	1	1	1	0
4	 7	 2511	 964	 22	 59	1	1	1	0
4	 8	 2495	 961	 17	 43	1	1	1	0
4	 9	 2880	 949	 22	 54	1	1	1	0
5	 1	 848	 967	 25	 67	1	1	1	0
5	 2	 2283	 963	 18	 53	1	1	1	0
5	 3	 2337	 963	 14	 45	1	1	1	0
5	 4	 2123	 967	 12	 39	1	1	1	0
5	 5	 2440	 958	 21	 68	1	1	1	0
5	 6	 2718	 958	 20	 58	1	1	1	0
5	 7	 2511	 964	 22	 59	1	1	1	0
5	 8	 2495	 961	 17	 43	1	1	1	0
5	 9	 2880	 949	 22	 54	1	1	1	0
6	 1	 846	 967	 25	 67	1	1	1	0
6	 2	 2283	 963	 18	 53	1	1	1	0
6	 3	 2335	 963	 14	 45	1	1	1	0
6	 4	 2123	 967	 12	 39	1	1	1	0
6	 5	 2439	 958	 21	 68	1	1	1	0
6	 6	 2718	 958	 20	 58	1	1	1	0
6	 7	 2510	 964	 22	 59	1	1	1	0
6	 8	 2497	 961	 17	 43	1	1	1	0
6	 9	 2880	 949	 22	 54	1	1	1	0
7	 1	 848	 967	 25	 67	1	1	1	0
7	 2	 2283	 963	 18	 53	1	1	1	0
7	 3	 2335	 963	 14	 45	1	1	1	0
7	 4	 2123	 967	 12	 39	1	1	1	0
7	 5	 2439	 958	 21	 68	1	1	1	0
7	 6	 2718	 958	 20	 58	1	1	1	0
7	 7	 2510	 964	 22	 59	1	1	1	0
7	 8	 2495	 961	 17	 43	1	1	1	0
7	 9	 2880	 949	 22	 54	1	1	1	0
8	 1	 848	 967	 25	 67	1	1	1	0
8	 2	 2282	 963	 18	 53	1	1	1	0
8	 3	 2335	 963	 14	 45	1	1	1	0
8	 4	 2123	 967	 12	 39	1	1	1	0
8	 5	 2439	 958	 21	 68	1	1	1	0
8	 6	 2717	 958	 20	 58	1	1	1	0
8	 7	 2509	 964	 22	 59	1	1	1	0
8	 8	 2495	 961	 17	 43	1	1	1	0
8	 9	 2880	 949	 22	 54	1	1	1	0
9	 1	 848	 967	 25	 67	1	1	1	0
9	 2	 2282	 963	 18	 53	1	1	1	0
9	 3	 2334	 963	 14	 45	1	1	1	0
9	 4	 2123	 967	 12	 39	1	1	1	0
9	 5	 2438	 958	 20	 68	1	1	1	0
9	 6	 2715	 958	 20	 58	1	1	1	0
9	 7	 2509	 964	 22	 59	1	1	1	0
9	 8	 2495	 961	 17	 43	1	1	1	0
9	 9	 2880	 949	 22	 54	1	1	1	0
10	 1	 848	 967	 25	 67	1	1	1	0
10	 2	 2282	 963	 18	 53	1	1	1	0
10	 3	 2334	 963	 14	 45	1	1	1	0
10	 4	 2123	 967	 12	 39	1	1	1	0
10	 5	 2438	 958	 20	 68	1	1	1	0
10	 6	 2717	 958	 20	 58	1	1	1	0
10	 7	 2509	 964	 22	 59	1	1	1	0
10	 8	 2495	 961	 17	 43	1	1	1	0
10	 9	 2880	 949	 22	 54	1	1	1	0
11	 1	 848	 967	 25	 67	1	1	1	0
11	 2	 2282	 963	 18	 53	1	1	1	0
11	 3	 2334	 963	 14	 45	1	1	1	0
11	 4	 2123	 965	 12	 39	1	1	1	0
11	 5	 2438	 958	 20	 68	1	1	1	0
11	 6	 2715	 958	 20	 58	1	1	1	0
11	 7	 2509	 964	 22	 59	1	1	1	0
11	 8	 2495	 961	 17	 43	1	1	1	0
11	 9	 2880	 949	 22	 54	1	1	1	0
12	 1	 850	 967	 25	 67	1	1	1	0
12	 2	 2282	 963	 18	 53	1	1	1	0
12	 3	 2334	 963	 14	 45	1	1	1	0
12	 4	 2123	 967	 12	 39	1	1	1	0
12	 5	 2438	 958	 20	 68	1	1	1	0
12	 6	 2717	 958	 20	 58	1	1	1	0
12	 7	 2507	 964	 22	 59	1	1	1	0
12	 8	 2495	 961	 17	 43	1	1	1	0
12	 9	 2880	 949	 22	 54	1	1	1	0
13	 1	 852	 967	 25	 67	1	1	1	0
13	 2	 2282	 963	 18	 53	1	1	1	0
13	 3	 2334	 963	 14	 45	1	1	1	0
13	 4	 2121	 967	 12	 39	1	1	1	0
13	 5	 2437	 958	 20	 67	1	1	1	0
13	 6	 2715	 958	 20	 58	1	1	1	0
13	 7	 2507	 964	 22	 59	1	1	1	0
13	 8	 2495	 961	 17	 43	1	1	1	0
13	 9	 2877	 949	 22	 54	1	1	1	0
14	 1	 850	 967	 25	 67	1	1	1	0
14	 2	 2281	 963	 18	 53	1	1	1	0
14	 3	 2333	 963	 14	 45	1	1	1	0
14	 4	 2123	 967	 12	 39	1	1	1	0
14	 5	 2437	 958	 20	 67	1	1	1	0
14	 6	 2715	 958	 20	 58	1	1	1	0
14	 7	 2507	 964	 22	 59	1	1	1	0
14	 8	 2495	 961	 17	 43	1	1	1	0
14	 9	 2875	 949	 22	 54	1	1	1	0
15	 1	 852	 967	 25	 67	1	1	1	0
15	 2	 2281	 963	 18	 53	1	1	1	0
15	 3	 2333	 963	 14	 45	1	1	1	0
15	 4	 2121	 967	 12	 39	1	1	1	0
15	 5	 2437	 958	 20	 67	1	1	1	0
15	 6	 2715	 958	 20	 58	1	1	1	0
15	 7	 2506	 964	 22	 58	1	1	1	0
15	 8	 2495	 961	 17	 43	1	1	1	0
15	 9	 2877	 949	 22	 54	1	1	1	0
16	 1	 850	 967	 25	 67	1	1	1	0
16	 2	 2281	 963	 18	 53	1	1	1	0
16	 3	 2332	 963	 14	 46	1	1	1	0
